Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
semi-opaque tights,Yellow-green,False,720,180,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday,False,SocksTexNuancetights7,9681,Z36xyWkyy3QY6egTc,True,0,2020-08-13
sequin leggings,Pink,False,940,235,Pink,Pink,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexSequins0,4743,pKRC3yY3R5RkyxY5x,True,0,2020-08-13
sequin leggings,Red,False,940,235,Red,Red,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexSequins1,11580,Jk6c6Hi3y4tWEsGmb,True,0,2020-08-13
sequin leggings,Black,False,940,235,Black,Black,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexSequins2,11581,LYwjTYKtgGPanWj78,True,0,2020-08-13
sequin leggings,Yellow,False,940,235,Yellow,Yellow,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexSequins3,11582,Esh9SXsXcdtLvBaNY,True,0,2020-08-13
sequin leggings,White,False,940,235,White,White,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexSequins4,11583,Mp6tw5WGZKDfC3r9Q,True,0,2020-08-13
sequin leggings,Blue,False,940,235,Blue,Blue,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexSequins5,11584,CN7jyWoBhp9yTgyC6,True,0,2020-08-13
sequin leggings,Purple,False,940,235,Purple,Purple,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexSequins6,11585,NQtAZA8S9JxtKcuvJ,True,0,2020-08-13
sequin leggings,Green,False,940,235,Green,Green,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexSequins7,11586,J53GKGigQmiYbR92q,True,0,2020-08-13
sheer socks,Blue,False,600,150,Blue,Blue,1x1,,Kicks,,Fall,False,1.0.0,Elegant,everyday; formal; party,False,SocksTexSeethrough0,5812,nMjTv2ajZrHaFzWcJ,True,0,2020-08-13
sheer socks,Berry red,False,600,150,Red,Red,1x1,,Kicks,,Fall,False,1.0.0,Elegant,everyday; formal; party,False,SocksTexSeethrough1,9928,vwEun3iFbpAxkN9YM,True,0,2020-08-13
sheer socks,Brown,False,600,150,Brown,Brown,1x1,,Kicks,,Fall,False,1.0.0,Elegant,everyday; formal; party,False,SocksTexSeethrough2,9929,Yg79sKrkCuNmim6Lh,True,0,2020-08-13
sheer socks,Green,False,600,150,Green,Green,1x1,,Kicks,,Fall,False,1.0.0,Elegant,everyday; formal; party,False,SocksTexSeethrough3,9930,j7pziPZTkZveBAuPv,True,0,2020-08-13
sheer socks,Olive,False,600,150,Green,Green,1x1,,Kicks,,Fall,False,1.0.0,Elegant,everyday; formal; party,False,SocksTexSeethrough4,9931,WNq5e8Fxyh8xiXGQx,True,0,2020-08-13
sheer socks,Gray,False,600,150,Gray,Gray,1x1,,Kicks,,Fall,False,1.0.0,Elegant,everyday; formal; party,False,SocksTexSeethrough5,9932,38sduqDDHJFtnAfuF,True,0,2020-08-13
simple knee-high socks,Pink,False,600,150,Pink,Pink,1x1,,Kicks,,All Year,False,1.0.0,Cute,everyday,False,SocksTexSimpleknee0,12175,zFnCYaxy784dqgR64,True,0,2020-08-13
simple knee-high socks,White,False,600,150,White,White,1x1,,Kicks,,All Year,False,1.0.0,Cute,everyday,False,SocksTexSimpleknee1,12182,XtJFPeWuftyf2oPz4,True,0,2020-08-13
simple knee-high socks,Red,False,600,150,Red,Red,1x1,,Kicks,,All Year,False,1.0.0,Cute,everyday,False,SocksTexSimpleknee2,12183,RGA5qnS5QpyYE9YMo,True,0,2020-08-13
simple knee-high socks,Blue,False,600,150,Light blue,Light blue,1x1,,Kicks,,All Year,False,1.0.0,Cute,everyday,False,SocksTexSimpleknee3,12184,SxXnBrRAxfq3x28sc,True,0,2020-08-13
simple-accent socks,Navy blue,False,720,180,Blue,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal,False,SocksTexOnepoint0,5200,pXiEbRv6KpRzR2HhF,True,0,2020-08-13
simple-accent socks,Black,False,720,180,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,False,SocksTexOnepoint1,9082,aF6MoJRq25nmozuqJ,True,0,2020-08-13
simple-accent socks,White,False,720,180,White,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal,False,SocksTexOnepoint2,9083,oDiizez3yxj6HtyQr,True,0,2020-08-13
simple-accent socks,Gray,False,720,180,Gray,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,False,SocksTexOnepoint3,9084,og9QPp6jXLwv9RfEZ,True,0,2020-08-13
simple-accent socks,Blue,False,720,180,Blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,False,SocksTexOnepoint4,9085,4odTg8BmPySYZensZ,True,0,2020-08-13
simple-accent socks,Orange,False,720,180,Orange,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal,False,SocksTexOnepoint5,9086,AYXDKak7MRoKKJ24J,True,0,2020-08-13
simple-accent socks,Red,False,720,180,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,False,SocksTexOnepoint6,9087,4sozM46zqJys5bcFt,True,0,2020-08-13
simple-accent socks,Pink,False,720,180,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,False,SocksTexOnepoint7,9088,ZKHg7YC8qTrpLm76X,True,0,2020-08-13
soccer socks,Blue,False,800,200,Blue,White,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,SocksTexFootball0,5177,xwcWvpsyxDjwwF7jt,True,0,2020-08-13
soccer socks,Red,False,800,200,Red,White,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,SocksTexFootball1,9973,4QejjPC38oza2u98X,True,0,2020-08-13
soccer socks,Green,False,800,200,Green,White,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,SocksTexFootball2,9974,zbWuXc2n8WYG7rnNY,True,0,2020-08-13
soccer socks,Light blue,False,800,200,Light blue,White,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,SocksTexFootball3,9975,Mk4mRFChWdZxYsqcu,True,0,2020-08-13
soccer socks,Black,False,800,200,Black,White,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,SocksTexFootball4,9976,kSEJpobnFBFviu4sX,True,0,2020-08-13
soccer socks,Orange,False,800,200,Orange,White,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,SocksTexFootball5,9977,tsnTTCg9bosbBLXpS,True,0,2020-08-13
soccer socks,White,False,800,200,White,Black,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,SocksTexFootball6,9978,y72GvNAoswc8fgK6p,True,0,2020-08-13
spider-web tights,Black,False,720,180,Black,Black,1x1,,Kicks,,Fall,False,1.0.0,Cool,goth; party; theatrical,False,SocksTexSpider0,5203,SR5g7wLo5uvQ9TaYe,True,0,2020-08-13
spider-web tights,White,False,720,180,White,White,1x1,,Kicks,,Fall,False,1.0.0,Cool,goth; party; theatrical,False,SocksTexSpider1,9671,Q8ktndrSuTbgX4GWP,True,0,2020-08-13
spider-web tights,Orange,False,720,180,Orange,Orange,1x1,,Kicks,,Fall,False,1.0.0,Cool,goth; party; theatrical,False,SocksTexSpider2,9672,vbFcKTrEoZZ4EjYWC,True,0,2020-08-13
spider-web tights,Purple,False,720,180,Purple,Purple,1x1,,Kicks,,Fall,False,1.0.0,Cool,goth; party; theatrical,False,SocksTexSpider3,9673,8GMMKmgvcPFx5z4sK,True,0,2020-08-13
stockings,Black,False,480,120,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,SocksTexTights0,3095,2uXpSKSXayL8rWmwq,True,0,2020-08-13
stockings,Gray,False,480,120,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,SocksTexTights1,9655,LcGtPT8D5FAwyTDeH,True,0,2020-08-13
stockings,White,False,480,120,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,SocksTexTights2,9656,psXxbMdjsh7D9tHpQ,True,0,2020-08-13
stockings,Brown,False,480,120,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,SocksTexTights3,9657,GnwPZXALfY7WD3FZh,True,0,2020-08-13
stockings,Beige,False,480,120,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; work,False,SocksTexTights4,9658,BBH3W3NDeZqwSizDY,True,0,2020-08-13
stretch leggings,Navy blue,False,450,112,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLeggings0,4744,ixedzMQJwA7Zif56r,True,0,2020-08-13
stretch leggings,Gray,False,450,112,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLeggings1,9776,6H8evYPQyriD32JQg,True,0,2020-08-13
stretch leggings,Dark gray,False,450,112,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLeggings2,9777,KSfWAQcAE6BqrYSRP,True,0,2020-08-13
stretch leggings,White,False,450,112,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLeggings3,9778,ERLTKc3eKLSNLN9eZ,True,0,2020-08-13
stretch leggings,Black,False,450,112,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLeggings4,9779,jW9cCN469obn7jucv,True,0,2020-08-13
stretch leggings,Brown,False,450,112,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLeggings5,9780,SHRKAQav7w9yMQPag,True,0,2020-08-13
stretch leggings,Green,False,450,112,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLeggings6,9781,9Z3ddEpG4AYFQxaEj,True,0,2020-08-13
striped socks,Monotone,False,600,150,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,SocksTexBorder0,5199,t9tggbKqbrE7cm7ZY,True,0,2020-08-13
striped socks,Light blue,False,600,150,Light blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,SocksTexBorder1,6902,rbnvg68hfQu4YFrWn,True,0,2020-08-13
striped socks,Green,False,600,150,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,SocksTexBorder2,9996,qSyP6Jt6tHYQR3vEN,True,0,2020-08-13
striped socks,Yellow,False,600,150,Yellow,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,SocksTexBorder3,9997,LxMR9hdCLhn7g2Y9D,True,0,2020-08-13
striped socks,Orange,False,600,150,Orange,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,SocksTexBorder4,9998,EoL5z2pvu3WkYoENu,True,0,2020-08-13
striped socks,Red,False,600,150,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,SocksTexBorder5,9999,2ECQP2p6gd3d2Xiqq,True,0,2020-08-13
striped socks,Purple,False,600,150,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,SocksTexBorder6,10000,XXHrJMsWnq2SuvFGz,True,0,2020-08-13
striped socks,Blue,False,600,150,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,SocksTexBorder7,10001,v4aS6bX6iZQm5vbzM,True,0,2020-08-13
striped tights,Red,False,720,180,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexStripe0,6045,PNMohFRGwDWXGQ7r9,True,0,2020-08-13
striped tights,Gray,False,720,180,Gray,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexStripe1,9937,fCNB87FXmS7cJJtkQ,True,0,2020-08-13
striped tights,Pink,False,720,180,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexStripe2,9938,GjSvq9AEsbSj4L4ct,True,0,2020-08-13
striped tights,Light blue,False,720,180,Light blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexStripe3,9939,ascM9HQW8zQ836QHZ,True,0,2020-08-13
striped tights,Yellow,False,720,180,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexStripe4,9940,bxoHZt9xhQQAWnk6e,True,0,2020-08-13
striped tights,Purple,False,720,180,Purple,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexStripe5,9941,xjPhMuuZLe7g5nQux,True,0,2020-08-13
striped tights,Green,False,720,180,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexStripe6,9942,vx83ey5MNpgbkw7d8,True,0,2020-08-13
striped tights,Orange,False,720,180,Orange,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,SocksTexStripe7,9943,MFxpesNYcvptjTHHY,True,0,2020-08-13
tabi,White,False,1200,300,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,SocksTexTabi0,4749,KfRLgXY6TYdMTrS8A,True,0,2020-08-13
tabi,Black,False,1200,300,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,SocksTexTabi1,8929,iph2HdeGDjsBYj8Yx,True,0,2020-08-13
tabi,Navy blue,False,1200,300,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; party,False,SocksTexTabi2,8930,brQgmrTHCaRLuxPrt,True,0,2020-08-13
terry-cloth socks,Pink,False,600,150,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,fairy tale; comfy,False,SocksTexFluffy0,5181,zG2c5nGSwNAtEYA24,True,0,2020-08-13
terry-cloth socks,Purple,False,600,150,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,fairy tale; comfy,False,SocksTexFluffy1,9979,kSPNXN3pQosJcuwgG,True,0,2020-08-13
terry-cloth socks,Blue,False,600,150,Light blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,fairy tale; comfy,False,SocksTexFluffy2,9980,hygdPjz55qgkjrdxz,True,0,2020-08-13
terry-cloth socks,Green,False,600,150,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,fairy tale; comfy,False,SocksTexFluffy3,9981,J4oqoEe8hyEz9qBob,True,0,2020-08-13
terry-cloth socks,Beige,False,600,150,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,fairy tale; comfy,False,SocksTexFluffy4,9982,wtcZP59Bep5AdBvnW,True,0,2020-08-13
terry-cloth socks,Red,False,600,150,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,fairy tale; comfy,False,SocksTexFluffy5,9983,bQKLrkboL3tGTmJ5i,True,0,2020-08-13
terry-cloth socks,Gray,False,600,150,Gray,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,fairy tale; comfy,False,SocksTexFluffy6,9984,oWyAYb3Tm9QD65J8v,True,0,2020-08-13
tube socks,Blue,False,480,120,White,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLine0,4746,xoupDJWYgiuYScJjP,True,0,2020-08-13
tube socks,Orange,False,480,120,White,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLine1,9966,uKZ6dMzWnvFWRds6j,True,0,2020-08-13
tube socks,Green,False,480,120,White,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLine2,9967,jSogLE7tMPqgbgYqm,True,0,2020-08-13
tube socks,Red,False,480,120,White,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLine3,9968,R5s3b5xWWYSfshCR2,True,0,2020-08-13
tube socks,Navy blue,False,480,120,Gray,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLine4,9969,BuvT97X2dh9FY2BYf,True,0,2020-08-13
tube socks,Berry red,False,480,120,Gray,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLine5,9970,5KWePAFBtAZXKMZk2,True,0,2020-08-13
tube socks,Dark green,False,480,120,Gray,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLine6,9971,t9Q2Hk6RbHFt7ph5t,True,0,2020-08-13
tube socks,Purple,False,480,120,Gray,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexLine7,9972,PnoczFigxSjbCZwA2,True,0,2020-08-13
ultra no-show socks,Blue,False,480,120,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexFootcover0,5167,EMiBarZr7cxvEFmmF,True,0,2020-08-13
ultra no-show socks,Pink,False,480,120,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexFootcover1,10010,2ifRj79NaD3X4wXAR,True,0,2020-08-13
ultra no-show socks,Brown,False,480,120,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexFootcover2,10011,ddE25Lais494tdxrR,True,0,2020-08-13
ultra no-show socks,Olive,False,480,120,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexFootcover3,10012,rQG8qATgfDzfi392j,True,0,2020-08-13
ultra no-show socks,Green,False,480,120,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexFootcover4,10013,wKeAGu8o4PcjQ47EF,True,0,2020-08-13
ultra no-show socks,Purple,False,480,120,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexFootcover5,10014,2KsDq7dXnzAhT6YqC,True,0,2020-08-13
ultra no-show socks,Black,False,480,120,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexFootcover6,10015,oCkrAgFbomNriMJY3,True,0,2020-08-13
ultra no-show socks,White,False,480,120,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,SocksTexFootcover7,10016,oMaoadYMsSq69Wwim,True,0,2020-08-13
vivid leggings,Light blue,False,450,112,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy; party; theatrical,False,SocksTexVividleggings0,9585,DGfxSf7iWuTH9AZ8c,True,0,2020-08-13
vivid leggings,Purple,False,450,112,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy; party; theatrical,False,SocksTexVividleggings1,9801,jvyWa8Rsq8xuwyRZf,True,0,2020-08-13
vivid leggings,Red,False,450,112,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy; party; theatrical,False,SocksTexVividleggings2,9802,srfYPBLHS6M55HMho,True,0,2020-08-13
vivid leggings,Pink,False,450,112,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy; party; theatrical,False,SocksTexVividleggings3,9803,hPKNndPanerKb6ZNS,True,0,2020-08-13
vivid leggings,Blue,False,450,112,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy; party; theatrical,False,SocksTexVividleggings4,9804,bY3ozoCphnPNSk9n2,True,0,2020-08-13
vivid leggings,Yellow,False,450,112,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy; party; theatrical,False,SocksTexVividleggings5,9805,4NsYzSi2uTXWPcfS9,True,0,2020-08-13
vivid leggings,Green,False,450,112,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy; party; theatrical,False,SocksTexVividleggings6,9806,wdaxnZxvxHNHFRKWD,True,0,2020-08-13
vivid leggings,Orange,False,450,112,Orange,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,outdoorsy; party; theatrical,False,SocksTexVividleggings7,9807,yanC6fx5Xfpr7ihup,True,0,2020-08-13
vivid socks,Green,False,480,120,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; party; theatrical,False,SocksTexStandard1,6898,XbHAbJtk9itLL6dyw,True,0,2020-08-13
vivid socks,Red,False,480,120,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; party; theatrical,False,SocksTexVividsocks0,9643,Rxro87k8H8TrwQXPd,True,0,2020-08-13
vivid socks,Light blue,False,480,120,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; party; theatrical,False,SocksTexVividsocks2,10021,sFiwGiyfM7W228Rgj,True,0,2020-08-13
vivid socks,Blue,False,480,120,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; party; theatrical,False,SocksTexVividsocks3,10022,XyvJ9o2uNuE5aD7cp,True,0,2020-08-13
vivid socks,Purple,False,480,120,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; party; theatrical,False,SocksTexVividsocks4,10023,FnwWCqqFdcHhjk3oc,True,0,2020-08-13
vivid socks,Pink,False,480,120,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; party; theatrical,False,SocksTexVividsocks5,10024,zyPHqnaxf97p8Eoi7,True,0,2020-08-13
vivid socks,Orange,False,480,120,Orange,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; party; theatrical,False,SocksTexVividsocks6,10025,JEsGza6asSbSafpny,True,0,2020-08-13
vivid socks,Yellow,False,480,120,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; party; theatrical,False,SocksTexVividsocks7,10026,TFPJBkLBn2W6qvHBg,True,0,2020-08-13
vivid tights,Light blue,False,720,180,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,party; theatrical,False,SocksTexVividtights0,9582,yamdxgmHzN5NEB4FX,True,0,2020-08-13
vivid tights,Purple,False,720,180,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,party; theatrical,False,SocksTexVividtights1,9687,BwdAj9CGve2HkyoD6,True,0,2020-08-13
vivid tights,Red,False,720,180,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,party; theatrical,False,SocksTexVividtights2,9688,8jhmSZM88ZfjBfpGq,True,0,2020-08-13
vivid tights,Pink,False,720,180,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,party; theatrical,False,SocksTexVividtights3,9689,sG3bNkRZwchoYdELC,True,0,2020-08-13
vivid tights,Blue,False,720,180,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,party; theatrical,False,SocksTexVividtights4,9690,a5TeestnouHpJzfS5,True,0,2020-08-13
vivid tights,Yellow,False,720,180,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,party; theatrical,False,SocksTexVividtights5,9691,aNew9qmcaiXhYs4TP,True,0,2020-08-13
vivid tights,Green,False,720,180,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,party; theatrical,False,SocksTexVividtights6,9692,zJDaR6fzSJnk3fP6q,True,0,2020-08-13
vivid tights,Orange,False,720,180,Orange,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,party; theatrical,False,SocksTexVividtights7,9693,yto8H9GL63QbRHstv,True,0,2020-08-13
